Petfinder-ID,Name,Size,Gender,Age,Color,Breed,Category_x,Intelligence-Ranking_x,Intelligence-Category_x,Size-Category_x,Longevity_x,Total-Cost($)_x,Purchase-Cost($)_x,Food-Cost($)_x,Category_y,Intelligence-Ranking_y,Intelligence-Category_y,Size-Category_y,Longevity_y,Total-Cost($)_y,Purchase-Cost($)_y,Food-Cost($)_y,Cost-Category_x,Category,Intelligence-Ranking,Intelligence-Category,Size-Category,Longevity,Total-Cost($),Purchase-Cost($),Food-Cost($),Cost-Category_y
69780996,Betty,Large,Female,Baby,Tricolor,Australian Cattle Dog,Herding,10,Brightest,Medium,11.67,17607,530,4671,Herding,10,Brightest,Medium,11.67,17607,530,4671,Mid-Price,Herding,10,Brightest,Medium,11.67,17607,530,4671,Saver
69781007,Jillian,Large,Female,Adult,Gray,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69781018,Clark,Medium,Male,Baby,Red,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69781026,Bittie,Medium,Female,Young,Bicolor,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69781045,Penny,Medium,Female,Young,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69781106,Kira,Large,Female,Adult,Tricolor,Afghan Hound,Hound,80,Low,Large,11.92,20818,890,7260,Hound,80,Low,Large,11.92,20818,890,7260,High-End,Hound,80,Low,Large,11.92,20818,890,7260,High-End
69781108,Susie Baby Cheeks,Medium,Female,Adult,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69781116,Chucho,Large,Male,Adult,Brindle,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69781120,Tacho,Medium,Male,Senior,White,American Eskimo Dog,Non-Sporting,46,Average,Small,10.975999999999999,18948,560,4119,Non-Sporting,46,Average,Small,10.975999999999999,18948,560,4119,High-End,Non-Sporting,46,Average,Small,10.975999999999999,18948,560,4119,Budget
69781121,Hungry Hippo,Medium,Female,Adult,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69781142,Mack,Medium,Male,Baby,Yellow,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69781150,CJ,Large,Male,Adult,Brown,Rhodesian Ridgeback,Hound,52,Average,Large,9.1,14355,995,3642,Hound,52,Average,Large,9.1,14355,995,3642,Budget,Hound,52,Average,Large,9.1,14355,995,3642,Mid-Price
69781155,Addison,Medium,Female,Baby,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69781166,Jake,Medium,Male,Adult,White,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69781167,Roxy,Medium,Female,Adult,Brindle,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69781178,Chance,Small,Male,Adult,Tricolor,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69781179,Emmi ,Small,Female,Baby,Brindle,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69781191,Joshua Baby Cheeks,Medium,Male,Adult,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69781207,Luna,Medium,Female,Young,Apricot,Chinese Shar Pei,Non-Sporting,51,Average,Medium,10.975999999999999,15294,840,3790,Non-Sporting,51,Average,Medium,10.975999999999999,15294,840,3790,Mid-Price,Non-Sporting,51,Average,Medium,10.975999999999999,15294,840,3790,Saver
69781209,King,Medium,Male,Adult,Brown,Ibizan Hound,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Mid-Price,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Saver
69781210,Smiley,Large,Male,Adult,White,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69781212,Buddy,Large,Male,Adult,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69781246,Cloud,Large,Male,Adult,White,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69781264,Pyke,Large,Male,Young,Brindle,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69781406,Taos,Large,Male,Baby,Yellow,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69781407,Jetta,Large,Female,Baby,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69781408,Horace,Large,Male,Baby,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69781409,Jasper,Large,Male,Baby,Yellow,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69781474,Vinny,Small,Male,Senior,Yellow,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69781505,Swiftie,Small,Female,Young,Apricot,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69781506,Goldie,Medium,Female,Young,Apricot,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69781511,Theodore Baby Cheeks,Medium,Male,Adult,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69781529,Mocha,Medium,Female,Adult,Brown,Bulldog,Non-Sporting,78,Low,Medium,6.29,11977,2680,2518,Non-Sporting,78,Low,Medium,6.29,11977,2680,2518,Budget,Non-Sporting,78,Low,Medium,6.29,11977,2680,2518,Mid-Price
69781534,Thumbalina,Medium,Female,Adult,Black,German Shepherd,Herding,3,Brightest,Large,9.73,15091,820,3895,Herding,3,Brightest,Large,9.73,15091,820,3895,Mid-Price,Herding,3,Brightest,Large,9.73,15091,820,3895,Saver
69781548,Sinatra,Large,Male,Adult,White,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69781561,Buzz,Medium,Male,Young,Black,Chow Chow,Non-Sporting,77,Low,Medium,9.01,13745,515,3606,Non-Sporting,77,Low,Medium,9.01,13745,515,3606,Budget,Non-Sporting,77,Low,Medium,9.01,13745,515,3606,Mid-Price
69781564,Sarge,Large,Male,Adult,Tricolor,Belgian Sheepdog,Herding,15,Excellent,Large,11.728823529411764,16296,899,4187,Herding,15,Excellent,Large,11.728823529411764,16296,899,4187,Mid-Price,Herding,15,Excellent,Large,11.728823529411764,16296,899,4187,Saver
69781633,Marilyn,Medium,Female,Baby,Apricot,Siberian Husky,Working,45,Average,Medium,12.58,19043,650,5035,Working,45,Average,Medium,12.58,19043,650,5035,High-End,Working,45,Average,Medium,12.58,19043,650,5035,Budget
69781652,Candy,Large,Female,Young,Bicolor,German Shepherd,Herding,3,Brightest,Large,9.73,15091,820,3895,Herding,3,Brightest,Large,9.73,15091,820,3895,Mid-Price,Herding,3,Brightest,Large,9.73,15091,820,3895,Saver
69781658,Rylan Ark the dog for BOYS,Medium,Male,Adult,Brindle,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69781665,Nala Jane Dogs BFF,Medium,Female,Adult,Apricot,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69781670,Saint Remy,Medium,Male,Adult,Yellow,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69781678,Smokey,Large,Male,Adult,Black,American English Coonhound,Hound,54,Average,Large,11.5,15161,283,4688,Hound,54,Average,Large,11.5,15161,283,4688,Mid-Price,Hound,54,Average,Large,11.5,15161,283,4688,Saver
69781688,TUA,Large,Male,Young,Black,German Shepherd,Herding,3,Brightest,Large,9.73,15091,820,3895,Herding,3,Brightest,Large,9.73,15091,820,3895,Mid-Price,Herding,3,Brightest,Large,9.73,15091,820,3895,Saver
69781791,Sequioa ,Large,Female,Baby,Tricolor,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69781796,Rice,Medium,Male,Adult,White,Australian Cattle Dog,Herding,10,Brightest,Medium,11.67,17607,530,4671,Herding,10,Brightest,Medium,11.67,17607,530,4671,Mid-Price,Herding,10,Brightest,Medium,11.67,17607,530,4671,Saver
69781797,Beth,Medium,Female,Young,Yellow,German Shepherd,Herding,3,Brightest,Large,9.73,15091,820,3895,Herding,3,Brightest,Large,9.73,15091,820,3895,Mid-Price,Herding,3,Brightest,Large,9.73,15091,820,3895,Saver
69781798,Home Girl,Small,Female,Baby,Brown,Saint Bernard,Working,65,Fair,Large,7.78,17336,875,8124,Working,65,Fair,Large,7.78,17336,875,8124,Mid-Price,Working,65,Fair,Large,7.78,17336,875,8124,Saver
69781806,Juniper,Large,Female,Baby,Black,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69781811,Potato ,Large,Male,Young,Brown,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69781818,Sylas - courtesy post,Large,Male,Adult,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69781821,Mariposa ,Large,Female,Baby,Golden,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69781896,Ribbit,Medium,Male,Young,Brindle,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69781897,Peggy,Medium,Female,Adult,Black,Ibizan Hound,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Mid-Price,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Saver
69781907,Bentley S 23145,Medium,Male,Senior,Bicolor,Cocker Spaniel,Sporting,20,Excellent,Small,12.5,19888,465,6149,Sporting,20,Excellent,Small,12.5,19888,465,6149,High-End,Sporting,20,Excellent,Small,12.5,19888,465,6149,Budget
69781909,Milo,Small,Male,Senior,Black,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69781914,Paisley,Small,Female,Baby,Bicolor,German Shepherd,Herding,3,Brightest,Large,9.73,15091,820,3895,Herding,3,Brightest,Large,9.73,15091,820,3895,Mid-Price,Herding,3,Brightest,Large,9.73,15091,820,3895,Saver
69781921,Sawyer,Large,Male,Young,Black,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69781949,London,Large,Female,Baby,Black,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69781951,Calhoun English,Large,Male,Adult,Yellow,German Shepherd,Herding,3,Brightest,Large,9.73,15091,820,3895,Herding,3,Brightest,Large,9.73,15091,820,3895,Mid-Price,Herding,3,Brightest,Large,9.73,15091,820,3895,Saver
69781961,Ash,Large,Male,Baby,Brown,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69781965,Norman,Medium,Male,Young,Yellow,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69781970,Bojangles,Medium,Male,Young,Yellow,Cocker Spaniel,Sporting,20,Excellent,Small,12.5,19888,465,6149,Sporting,20,Excellent,Small,12.5,19888,465,6149,High-End,Sporting,20,Excellent,Small,12.5,19888,465,6149,Budget
69781977,Lucky Charm,Medium,Female,Adult,Gray,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69781984,Rosie,Small,Female,Baby,Black,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69782016,Sarge,Small,Male,Senior,Black,Dachshund,Hound,49,Average,Small,12.63,17350,423,3517,Hound,49,Average,Small,12.63,17350,423,3517,Mid-Price,Hound,49,Average,Small,12.63,17350,423,3517,Saver
69782017,Penny,Large,Female,Senior,Black,Golden Retriever,Sporting,4,Brightest,Medium,12.04,18571,958,4819,Sporting,4,Brightest,Medium,12.04,18571,958,4819,High-End,Sporting,4,Brightest,Medium,12.04,18571,958,4819,Budget
69782025,Candy,Medium,Female,Young,Black,Border Collie,Herding,1,Brightest,Medium,12.52,17404,623,3486,Herding,1,Brightest,Medium,12.52,17404,623,3486,Mid-Price,Herding,1,Brightest,Medium,12.52,17404,623,3486,Saver
69782037,Dashing Devon!!,Medium,Male,Young,Golden,American English Coonhound,Hound,54,Average,Large,11.5,15161,283,4688,Hound,54,Average,Large,11.5,15161,283,4688,Mid-Price,Hound,54,Average,Large,11.5,15161,283,4688,Saver
69782038,Saint Remy,Medium,Male,Adult,Yellow,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69782043,Saint Remy,Medium,Male,Adult,Yellow,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69782046,Opal,Medium,Female,Adult,White,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69782061,Saint Remy,Medium,Male,Adult,Yellow,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69782100,Saint Remy,Medium,Male,Adult,Yellow,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69782167,Giddy,Small,Female,Baby,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69782169,Chill,Small,Male,Baby,Gray,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69782170,Vibe,Small,Female,Baby,Brown,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69782186,Saint Remy,Medium,Male,Adult,Yellow,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69782187,Jacky,Medium,Male,Adult,Yellow,English Cocker Spaniel,Sporting,18,Excellent,Medium,11.66,16442,800,3247,Sporting,18,Excellent,Medium,11.66,16442,800,3247,Mid-Price,Sporting,18,Excellent,Medium,11.66,16442,800,3247,Saver
69782199,Link,Small,Male,Young,Yellow,Ibizan Hound,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Mid-Price,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Saver
69782200,Ivanka (Harlow),Medium,Female,Young,Gray,Keeshond,Non-Sporting,16,Excellent,Medium,12.17,15294,610,3790,Non-Sporting,16,Excellent,Medium,12.17,15294,610,3790,Mid-Price,Non-Sporting,16,Excellent,Medium,12.17,15294,610,3790,Saver
69782201,Turtle,Large,Male,Adult,White,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69782208,Rhodey,Small,Male,Young,Brindle,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69782215,Tom,Medium,Male,Baby,Tricolor,Border Collie,Herding,1,Brightest,Medium,12.52,17404,623,3486,Herding,1,Brightest,Medium,12.52,17404,623,3486,Mid-Price,Herding,1,Brightest,Medium,12.52,17404,623,3486,Saver
69782222,Lazer,Small,Male,Baby,Brown,Basset Hound,Hound,71,Low,Small,11.43,15827,490,3183,Hound,71,Low,Small,11.43,15827,490,3183,Mid-Price,Hound,71,Low,Small,11.43,15827,490,3183,Saver
69782234,Hailey ,Medium,Female,Baby,Tricolor,Collie,Herding,16,Excellent,Large,11.728823529411764,16296,650,4187,Herding,16,Excellent,Large,11.728823529411764,16296,650,4187,Mid-Price,Herding,16,Excellent,Large,11.728823529411764,16296,650,4187,Saver
69782235,Jerry,Medium,Male,Baby,Black,Border Collie,Herding,1,Brightest,Medium,12.52,17404,623,3486,Herding,1,Brightest,Medium,12.52,17404,623,3486,Mid-Price,Herding,1,Brightest,Medium,12.52,17404,623,3486,Saver
69782236,Pomegranate,Medium,Female,Young,Brown,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69782237,Tobias,Large,Male,Young,Yellow,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69782239,Ghost,Large,Male,Adult,White,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69782242,Bo Jackson,Medium,Male,Young,White,Ibizan Hound,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Mid-Price,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Saver
69782244,Dixie ,Medium,Female,Baby,White,Border Collie,Herding,1,Brightest,Medium,12.52,17404,623,3486,Herding,1,Brightest,Medium,12.52,17404,623,3486,Mid-Price,Herding,1,Brightest,Medium,12.52,17404,623,3486,Saver
69782291,Nala Jane Dogs BFF,Medium,Female,Adult,Apricot,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69782292,Jasper (blue),Medium,Male,Baby,Tricolor,Siberian Husky,Working,45,Average,Medium,12.58,19043,650,5035,Working,45,Average,Medium,12.58,19043,650,5035,High-End,Working,45,Average,Medium,12.58,19043,650,5035,Budget
69782293,Rosalie,Medium,Female,Baby,Tricolor,Siberian Husky,Working,45,Average,Medium,12.58,19043,650,5035,Working,45,Average,Medium,12.58,19043,650,5035,High-End,Working,45,Average,Medium,12.58,19043,650,5035,Budget
69782294,Edward (Sam),Medium,Male,Baby,Tricolor,Siberian Husky,Working,45,Average,Medium,12.58,19043,650,5035,Working,45,Average,Medium,12.58,19043,650,5035,High-End,Working,45,Average,Medium,12.58,19043,650,5035,Budget
69782413,Papaya,Small,Female,Young,Brown,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69782424,Cricket - Thorny,Small,Female,Baby,Brown,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69782430,Panda,Small,Male,Young,White,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69782482,Zubat A160415,Large,Male,Young,Gray,Great Dane,Working,48,Average,Large,6.96,12759,1040,4239,Working,48,Average,Large,6.96,12759,1040,4239,Budget,Working,48,Average,Large,6.96,12759,1040,4239,Mid-Price
69782490,Cantalope,Medium,Female,Young,Brown,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69782491,Curly,Medium,Male,Senior,Brown,Pug,Toy,57,Fair,Medium,11.0,15421,469,3246,Toy,57,Fair,Medium,11.0,15421,469,3246,Mid-Price,Toy,57,Fair,Medium,11.0,15421,469,3246,Saver
69782494,Cassian,Small,Male,Adult,White,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69782501,Rylan Ark the dog for BOYS,Medium,Male,Adult,Brindle,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69782515,Kim,Medium,Female,Baby,Tricolor,Ibizan Hound,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Mid-Price,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Saver
69782516,Serenity,Medium,Female,Baby,Tricolor,Ibizan Hound,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Mid-Price,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Saver
69782517,Kayla,Medium,Female,Baby,Tricolor,Ibizan Hound,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Mid-Price,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Saver
69782518,Sydelle,Medium,Female,Baby,Tricolor,Golden Retriever,Sporting,4,Brightest,Medium,12.04,18571,958,4819,Sporting,4,Brightest,Medium,12.04,18571,958,4819,High-End,Sporting,4,Brightest,Medium,12.04,18571,958,4819,Budget
69782521,Nutmeg,Large,Female,Baby,Red,American English Coonhound,Hound,54,Average,Large,11.5,15161,283,4688,Hound,54,Average,Large,11.5,15161,283,4688,Mid-Price,Hound,54,Average,Large,11.5,15161,283,4688,Saver
69782524,Roxy,Large,Female,Senior,Apricot,Bulldog,Non-Sporting,78,Low,Medium,6.29,11977,2680,2518,Non-Sporting,78,Low,Medium,6.29,11977,2680,2518,Budget,Non-Sporting,78,Low,Medium,6.29,11977,2680,2518,Mid-Price
